Source,Target,Type,weight,book
joffrey-baratheon,loras-tyrell,Undirected,3,2
joffrey-baratheon,mace-tyrell,Undirected,4,2
joffrey-baratheon,mandon-moore,Undirected,8,2
joffrey-baratheon,margaery-tyrell,Undirected,6,2
joffrey-baratheon,meryn-trant,Undirected,19,2
joffrey-baratheon,myrcella-baratheon,Undirected,13,2
joffrey-baratheon,osmund-kettleblack,Undirected,9,2
joffrey-baratheon,petyr-baelish,Undirected,20,2
joffrey-baratheon,polliver,Undirected,3,2
joffrey-baratheon,pycelle,Undirected,6,2
joffrey-baratheon,rafford,Undirected,3,2
joffrey-baratheon,renly-baratheon,Undirected,11,2
joffrey-baratheon,robb-stark,Undirected,16,2
joffrey-baratheon,robert-baratheon,Undirected,20,2
joffrey-baratheon,sandor-clegane,Undirected,27,2
joffrey-baratheon,sansa-stark,Undirected,76,2
joffrey-baratheon,stannis-baratheon,Undirected,21,2
joffrey-baratheon,tickler,Undirected,4,2
joffrey-baratheon,tommen-baratheon,Undirected,23,2
joffrey-baratheon,tyrion-lannister,Undirected,92,2
joffrey-baratheon,tywin-lannister,Undirected,11,2
joffrey-baratheon,varys,Undirected,24,2
joffrey-baratheon,yoren,Undirected,3,2
jojen-reed,luwin,Undirected,7,2
jojen-reed,meera-reed,Undirected,18,2
jojen-reed,osha,Undirected,4,2
jojen-reed,rickon-stark,Undirected,5,2
jon-fossoway,mathis-rowan,Undirected,3,2
jon-snow,lark,Undirected,4,2
jon-snow,mance-rayder,Undirected,4,2
jon-snow,nan,Undirected,4,2
jon-snow,ottyn-wythers,Undirected,3,2
jon-snow,qhorin-halfhand,Undirected,47,2
jon-snow,rattleshirt,Undirected,7,2
jon-snow,rickon-stark,Undirected,5,2
jon-snow,robb-stark,Undirected,13,2
jon-snow,robert-baratheon,Undirected,6,2
jon-snow,samwell-tarly,Undirected,52,2
jon-snow,stonesnake,Undirected,13,2
jon-snow,thoren-smallwood,Undirected,4,2
jon-snow,ygritte,Undirected,12,2
jon-umber-(greatjon),robb-stark,Undirected,8,2
jorah-mormont,pono,Undirected,3,2
jorah-mormont,rakharo,Undirected,3,2
jorah-mormont,rhaegar-targaryen,Undirected,4,2
jorah-mormont,robert-baratheon,Undirected,7,2
koss,yoren,Undirected,5,2
kyra,theon-greyjoy,Undirected,4,2
lancel-lannister,robert-baratheon,Undirected,4,2
lancel-lannister,sansa-stark,Undirected,3,2
lancel-lannister,tyrion-lannister,Undirected,18,2
lancel-lannister,varys,Undirected,3,2
leobald-tallhart,rodrik-cassel,Undirected,5,2
lollys-stokeworth,tanda-stokeworth,Undirected,7,2
lommy-greenhands,weasel,Undirected,7,2
lommy-greenhands,woth,Undirected,3,2
lommy-greenhands,yoren,Undirected,13,2
loras-tyrell,mace-tyrell,Undirected,6,2
loras-tyrell,renly-baratheon,Undirected,14,2
loras-tyrell,robert-baratheon,Undirected,3,2
loras-tyrell,stannis-baratheon,Undirected,4,2
loras-tyrell,tyrion-lannister,Undirected,8,2
lorent-caswell,renly-baratheon,Undirected,3,2
lorren,squint,Undirected,3,2
lorren,theon-greyjoy,Undirected,7,2
lorren,urzen,Undirected,3,2
lorren,wex-pyke,Undirected,4,2
luwin,meera-reed,Undirected,4,2
luwin,osha,Undirected,12,2
luwin,rickon-stark,Undirected,12,2
luwin,robb-stark,Undirected,6,2
luwin,rodrik-cassel,Undirected,18,2
luwin,theon-greyjoy,Undirected,17,2
luwin,walder-frey-(son-of-merrett),Undirected,4,2
lysa-arryn,tyrion-lannister,Undirected,5,2
mace-tyrell,paxter-redwyne,Undirected,3,2
mace-tyrell,randyll-tarly,Undirected,3,2
mace-tyrell,renly-baratheon,Undirected,4,2
mace-tyrell,stannis-baratheon,Undirected,3,2
mance-rayder,qhorin-halfhand,Undirected,4,2
mance-rayder,thoren-smallwood,Undirected,3,2
mandon-moore,sandor-clegane,Undirected,5,2
mandon-moore,sansa-stark,Undirected,3,2
mandon-moore,tyrion-lannister,Undirected,16,2
margaery-tyrell,renly-baratheon,Undirected,13,2
margaery-tyrell,sansa-stark,Undirected,4,2
margaery-tyrell,varys,Undirected,3,2
martyn-rivers,robb-stark,Undirected,3,2
mathis-rowan,randyll-tarly,Undirected,4,2
mathis-rowan,renly-baratheon,Undirected,8,2
mathis-rowan,stannis-baratheon,Undirected,3,2
meera-reed,osha,Undirected,6,2
meera-reed,rickon-stark,Undirected,6,2
melisandre,renly-baratheon,Undirected,4,2
melisandre,selyse-florent,Undirected,6,2
melisandre,stannis-baratheon,Undirected,14,2
meryn-trant,osmund-kettleblack,Undirected,8,2
meryn-trant,polliver,Undirected,3,2
meryn-trant,rafford,Undirected,3,2
meryn-trant,sandor-clegane,Undirected,10,2
meryn-trant,tickler,Undirected,5,2
meryn-trant,tyrion-lannister,Undirected,7,2
mikken,osha,Undirected,3,2
mikken,theon-greyjoy,Undirected,4,2
monford-velaryon,stannis-baratheon,Undirected,3,2
myrcella-baratheon,robb-stark,Undirected,3,2
myrcella-baratheon,robert-arryn,Undirected,4,2
myrcella-baratheon,sandor-clegane,Undirected,4,2
myrcella-baratheon,sansa-stark,Undirected,6,2
myrcella-baratheon,tommen-baratheon,Undirected,12,2
myrcella-baratheon,trystane-martell,Undirected,4,2
myrcella-baratheon,tyrion-lannister,Undirected,8,2
olyvar-frey,robb-stark,Undirected,4,2
osha,rickon-stark,Undirected,8,2
osha,robb-stark,Undirected,3,2
osha,theon-greyjoy,Undirected,4,2
osmund-kettleblack,osney-kettleblack,Undirected,4,2
osmund-kettleblack,sansa-stark,Undirected,4,2
osmund-kettleblack,tyrion-lannister,Undirected,7,2
ottyn-wythers,samwell-tarly,Undirected,3,2
palla,theon-greyjoy,Undirected,3,2
patchface,stannis-baratheon,Undirected,6,2
perwyn-frey,robb-stark,Undirected,3,2
perwyn-frey,wendel-manderly,Undirected,3,2
petyr-baelish,podrick-payne,Undirected,4,2
petyr-baelish,pycelle,Undirected,8,2
petyr-baelish,renly-baratheon,Undirected,5,2
petyr-baelish,sansa-stark,Undirected,4,2
petyr-baelish,stannis-baratheon,Undirected,8,2
petyr-baelish,tyrion-lannister,Undirected,41,2
petyr-baelish,varys,Undirected,27,2
podrick-payne,tyrion-lannister,Undirected,13,2
polliver,rafford,Undirected,7,2
polliver,sandor-clegane,Undirected,3,2
polliver,tickler,Undirected,3,2
polliver,weese,Undirected,3,2
preston-greenfield,tyrion-lannister,Undirected,3,2
pyat-pree,xaro-xhoan-daxos,Undirected,10,2
pycelle,robert-baratheon,Undirected,3,2
pycelle,shagga,Undirected,4,2
pycelle,stannis-baratheon,Undirected,3,2
pycelle,tyrion-lannister,Undirected,21,2
pycelle,varys,Undirected,9,2
pylos,shireen-baratheon,Undirected,5,2
pylos,stannis-baratheon,Undirected,11,2
qhorin-halfhand,rattleshirt,Undirected,3,2
qhorin-halfhand,stonesnake,Undirected,6,2
qhorin-halfhand,thoren-smallwood,Undirected,3,2
qyburn,roose-bolton,Undirected,3,2
rafford,sandor-clegane,Undirected,3,2
rafford,tickler,Undirected,4,2
ramsay-snow,reek,Undirected,4,2
ramsay-snow,robb-stark,Undirected,3,2
ramsay-snow,rodrik-cassel,Undirected,5,2
ramsay-snow,roose-bolton,Undirected,5,2
randyll-tarly,renly-baratheon,Undirected,6,2
randyll-tarly,stannis-baratheon,Undirected,3,2
rattleshirt,ygritte,Undirected,4,2
ramsay-snow,theon-greyjoy,Undirected,14,2
renly-baratheon,robb-stark,Undirected,22,2
renly-baratheon,robert-baratheon,Undirected,29,2
renly-baratheon,sansa-stark,Undirected,4,2
renly-baratheon,stannis-baratheon,Undirected,70,2
renly-baratheon,steffon-baratheon,Undirected,3,2
renly-baratheon,tyrion-lannister,Undirected,14,2
renly-baratheon,tywin-lannister,Undirected,3,2
renly-baratheon,varys,Undirected,5,2
rhaegar-targaryen,robert-baratheon,Undirected,5,2
rhaegar-targaryen,viserys-targaryen,Undirected,3,2
rhaenys-targaryen,visenya-targaryen,Undirected,3,2
rickard-karstark,robb-stark,Undirected,3,2
rickon-stark,robb-stark,Undirected,12,2
rickon-stark,rodrik-cassel,Undirected,3,2
rickon-stark,sansa-stark,Undirected,5,2
rickon-stark,theon-greyjoy,Undirected,8,2
rickon-stark,walder-frey-(son-of-merrett),Undirected,5,2
robb-stark,robert-baratheon,Undirected,3,2
robb-stark,rodrik-cassel,Undirected,9,2
robb-stark,roose-bolton,Undirected,7,2
robb-stark,sansa-stark,Undirected,11,2
robb-stark,stafford-lannister,Undirected,5,2
robb-stark,stannis-baratheon,Undirected,12,2
robb-stark,theon-greyjoy,Undirected,21,2
robb-stark,tyrion-lannister,Undirected,18,2
robb-stark,tywin-lannister,Undirected,6,2
robb-stark,varys,Undirected,3,2
robb-stark,walder-frey,Undirected,6,2
robb-stark,wyman-manderly,Undirected,3,2
robert-baratheon,sansa-stark,Undirected,6,2
robert-baratheon,stannis-baratheon,Undirected,25,2
robert-baratheon,tyrion-lannister,Undirected,10,2
robert-baratheon,tywin-lannister,Undirected,4,2
robert-baratheon,varys,Undirected,4,2
robett-glover,rorge,Undirected,3,2
robett-glover,vargo-hoat,Undirected,3,2
rodrik-cassel,roose-bolton,Undirected,4,2
rodrik-cassel,theon-greyjoy,Undirected,12,2
rodrik-cassel,walder-frey-(son-of-merrett),Undirected,3,2
rodrik-cassel,wyman-manderly,Undirected,6,2
roose-bolton,tywin-lannister,Undirected,5,2
roose-bolton,vargo-hoat,Undirected,6,2
roose-bolton,walder-frey,Undirected,3,2
rorge,vargo-hoat,Undirected,3,2
rorge,yoren,Undirected,4,2
salladhor-saan,stannis-baratheon,Undirected,6,2
sandor-clegane,sansa-stark,Undirected,19,2
sandor-clegane,tickler,Undirected,5,2
sandor-clegane,tommen-baratheon,Undirected,5,2
sandor-clegane,tyrion-lannister,Undirected,13,2
sansa-stark,stannis-baratheon,Undirected,8,2
sansa-stark,tanda-stokeworth,Undirected,4,2
sansa-stark,tommen-baratheon,Undirected,10,2
sansa-stark,tyrion-lannister,Undirected,31,2
selyse-florent,stannis-baratheon,Undirected,15,2
shadd,wendel-manderly,Undirected,3,2
shae,stannis-baratheon,Undirected,3,2
shae,tyrion-lannister,Undirected,30,2
shae,tysha,Undirected,3,2
shae,varys,Undirected,16,2
shagga,timett,Undirected,4,2
shagga,tyrion-lannister,Undirected,15,2
squint,theon-greyjoy,Undirected,3,2
stannis-baratheon,steffon-baratheon,Undirected,3,2
stannis-baratheon,tyrion-lannister,Undirected,39,2
stannis-baratheon,tywin-lannister,Undirected,4,2
stannis-baratheon,varys,Undirected,5,2
stonesnake,ygritte,Undirected,3,2
stygg,theon-greyjoy,Undirected,4,2
stygg,werlag,Undirected,3,2
syrio-forel,yoren,Undirected,3,2
tanda-stokeworth,tyrion-lannister,Undirected,4,2
theon-greyjoy,urzen,Undirected,3,2
theon-greyjoy,victarion-greyjoy,Undirected,3,2
theon-greyjoy,werlag,Undirected,3,2
theon-greyjoy,wex-pyke,Undirected,14,2
timett,tyrion-lannister,Undirected,10,2
timett,varys,Undirected,3,2
tommen-baratheon,tyrion-lannister,Undirected,10,2
tyrion-lannister,tysha,Undirected,4,2
tyrion-lannister,tywin-lannister,Undirected,6,2
tyrion-lannister,varys,Undirected,63,2
tyrion-lannister,vylarr,Undirected,6,2
tywin-lannister,vargo-hoat,Undirected,4,2
tywin-lannister,weese,Undirected,7,2
walder-frey-(son-of-jammos),walder-frey-(son-of-merrett),Undirected,5,2
walder-frey-(son-of-merrett),wex-pyke,Undirected,4,2
weasel,weese,Undirected,6,2
woth,yoren,Undirected,4,2
addam-marbrand,gyles-rosby,Undirected,3,3
addam-marbrand,jaime-lannister,Undirected,3,3
addam-marbrand,jalabhar-xho,Undirected,3,3
addam-marbrand,joffrey-baratheon,Undirected,3,3
addam-marbrand,kevan-lannister,Undirected,3,3
addam-marbrand,oberyn-martell,Undirected,3,3
addam-marbrand,tyrion-lannister,Undirected,7,3
addam-marbrand,varys,Undirected,4,3
aegon-frey-(son-of-stevron),catelyn-stark,Undirected,4,3
aegon-frey-(son-of-stevron),robb-stark,Undirected,5,3
aegon-frey-(son-of-stevron),stevron-frey,Undirected,3,3
aegon-frey-(son-of-stevron),walder-frey,Undirected,6,3
aegon-i-targaryen,daenerys-targaryen,Undirected,4,3
aegon-i-targaryen,stannis-baratheon,Undirected,4,3
aegon-i-targaryen,torrhen-stark,Undirected,3,3
aegon-targaryen-(son-of-rhaegar),elia-martell,Undirected,3,3
aemon-targaryen-(dragonknight),jaime-lannister,Undirected,3,3
aemon-targaryen-(maester-aemon),alliser-thorne,Undirected,3,3
aemon-targaryen-(maester-aemon),clydas,Undirected,16,3
aemon-targaryen-(maester-aemon),cotter-pyke,Undirected,3,3
aemon-targaryen-(maester-aemon),denys-mallister,Undirected,4,3
aemon-targaryen-(maester-aemon),donal-noye,Undirected,11,3
aemon-targaryen-(maester-aemon),eddison-tollett,Undirected,3,3
aemon-targaryen-(maester-aemon),grenn,Undirected,5,3
aemon-targaryen-(maester-aemon),hobb,Undirected,3,3
aemon-targaryen-(maester-aemon),janos-slynt,Undirected,5,3
aemon-targaryen-(maester-aemon),jeor-mormont,Undirected,3,3
aemon-targaryen-(maester-aemon),jon-snow,Undirected,36,3
aemon-targaryen-(maester-aemon),mance-rayder,Undirected,5,3
aemon-targaryen-(maester-aemon),owen,Undirected,3,3
aemon-targaryen-(maester-aemon),pypar,Undirected,5,3
aemon-targaryen-(maester-aemon),robert-baratheon,Undirected,5,3
aemon-targaryen-(maester-aemon),samwell-tarly,Undirected,32,3
aemon-targaryen-(maester-aemon),stannis-baratheon,Undirected,9,3
aemon-targaryen-(maester-aemon),wynton-stout,Undirected,3,3
aerys-ii-targaryen,arthur-dayne,Undirected,5,3
aerys-ii-targaryen,brienne-of-tarth,Undirected,3,3
aerys-ii-targaryen,jaime-lannister,Undirected,22,3
aerys-ii-targaryen,joffrey-baratheon,Undirected,6,3
aerys-ii-targaryen,robert-baratheon,Undirected,9,3
aerys-ii-targaryen,rossart,Undirected,4,3
aerys-ii-targaryen,tyrion-lannister,Undirected,6,3
aerys-ii-targaryen,tywin-lannister,Undirected,10,3
aerys-ii-targaryen,viserys-targaryen,Undirected,3,3
aggo,jhogo,Undirected,4,3
aggo,rakharo,Undirected,3,3
alayaya,bronn,Undirected,3,3
alayaya,cersei-lannister,Undirected,3,3
alayaya,tyrion-lannister,Undirected,4,3
alerie-hightower,mace-tyrell,Undirected,3,3
alerie-hightower,margaery-tyrell,Undirected,3,3
alester-florent,axell-florent,Undirected,4,3
alester-florent,davos-seaworth,Undirected,11,3
alester-florent,lamprey,Undirected,3,3
alester-florent,selyse-florent,Undirected,4,3
alester-florent,stannis-baratheon,Undirected,4,3
alla-tyrell,elinor-tyrell,Undirected,5,3
alla-tyrell,megga-tyrell,Undirected,6,3
alla-tyrell,sansa-stark,Undirected,4,3
alliser-thorne,janos-slynt,Undirected,13,3
alliser-thorne,jon-snow,Undirected,22,3
alliser-thorne,mance-rayder,Undirected,6,3
alliser-thorne,qhorin-halfhand,Undirected,4,3
alliser-thorne,samwell-tarly,Undirected,4,3
alliser-thorne,stannis-baratheon,Undirected,3,3
amory-lorch,gregor-clegane,Undirected,3,3
amory-lorch,jaime-lannister,Undirected,3,3
amory-lorch,oberyn-martell,Undirected,6,3
amory-lorch,tywin-lannister,Undirected,4,3
amory-lorch,vargo-hoat,Undirected,3,3
anders-yronwood,oberyn-martell,Undirected,3,3
andrew-estermont,davos-seaworth,Undirected,4,3
andrew-estermont,edric-storm,Undirected,4,3
andrew-estermont,gerald-gower,Undirected,3,3
anguy,arya-stark,Undirected,15,3
anguy,beric-dondarrion,Undirected,4,3
anguy,greenbeard,Undirected,9,3
anguy,harwin,Undirected,7,3
anguy,husband,Undirected,3,3
anguy,lem,Undirected,22,3
anguy,sandor-clegane,Undirected,3,3
anguy,sharna,Undirected,6,3
anguy,tom-of-sevenstreams,Undirected,12,3
arson,jon-snow,Undirected,3,3
arstan,belwas,Undirected,25,3
arstan,daenerys-targaryen,Undirected,29,3
arstan,illyrio-mopatis,Undirected,3,3
arstan,jhiqui,Undirected,3,3
arstan,jorah-mormont,Undirected,13,3
arstan,kraznys-mo-nakloz,Undirected,3,3
arstan,mero,Undirected,7,3
arstan,rhaegar-targaryen,Undirected,7,3
arthur-dayne,gerold-hightower,Undirected,5,3
arthur-dayne,lewyn-martell,Undirected,3,3
arthur-dayne,rhaegar-targaryen,Undirected,3,3
arthur-dayne,smiling-knight,Undirected,4,3
arya-stark,beric-dondarrion,Undirected,23,3
arya-stark,bran-stark,Undirected,9,3
arya-stark,brynden-tully,Undirected,4,3
arya-stark,catelyn-stark,Undirected,3,3
arya-stark,cersei-lannister,Undirected,6,3
arya-stark,dunsen,Undirected,3,3
arya-stark,eddard-stark,Undirected,6,3
arya-stark,elmar-frey,Undirected,4,3
arya-stark,gendry,Undirected,46,3
arya-stark,greenbeard,Undirected,9,3
arya-stark,gregor-clegane,Undirected,6,3
arya-stark,harwin,Undirected,17,3
arya-stark,hot-pie,Undirected,25,3
arya-stark,ilyn-payne,Undirected,3,3
arya-stark,jaime-lannister,Undirected,10,3
arya-stark,joffrey-baratheon,Undirected,10,3
arya-stark,jon-snow,Undirected,9,3
arya-stark,lem,Undirected,24,3
arya-stark,mad-huntsman,Undirected,4,3
arya-stark,meryn-trant,Undirected,3,3
arya-stark,mycah,Undirected,6,3
arya-stark,nan,Undirected,7,3
arya-stark,pate-(old),Undirected,4,3
arya-stark,polliver,Undirected,11,3
arya-stark,rafford,Undirected,5,3
arya-stark,ravella-swann,Undirected,7,3
arya-stark,rickon-stark,Undirected,8,3
arya-stark,robb-stark,Undirected,14,3
arya-stark,robert-baratheon,Undirected,5,3
arya-stark,roose-bolton,Undirected,8,3
arya-stark,sandor-clegane,Undirected,48,3
arya-stark,sansa-stark,Undirected,23,3
arya-stark,thoros-of-myr,Undirected,21,3
arya-stark,tickler,Undirected,5,3
arya-stark,tom-of-sevenstreams,Undirected,24,3
arya-stark,tyrion-lannister,Undirected,7,3
axell-florent,davos-seaworth,Undirected,21,3
axell-florent,lamprey,Undirected,5,3
axell-florent,melisandre,Undirected,4,3
axell-florent,porridge,Undirected,5,3
axell-florent,salladhor-saan,Undirected,3,3
axell-florent,selyse-florent,Undirected,8,3
axell-florent,stannis-baratheon,Undirected,16,3
azor-ahai,stannis-baratheon,Undirected,3,3
baelor-i-targaryen,cersei-lannister,Undirected,3,3
baelor-i-targaryen,sansa-stark,Undirected,3,3
baelor-i-targaryen,tyrion-lannister,Undirected,3,3
ballabar,frenken,Undirected,4,3
ballabar,tyrion-lannister,Undirected,4,3
balon-greyjoy,robb-stark,Undirected,6,3
balon-greyjoy,stannis-baratheon,Undirected,4,3
balon-greyjoy,tywin-lannister,Undirected,4,3
balon-swann,boros-blount,Undirected,3,3
balon-swann,jaime-lannister,Undirected,5,3
balon-swann,joffrey-baratheon,Undirected,5,3
balon-swann,loras-tyrell,Undirected,6,3
balon-swann,osmund-kettleblack,Undirected,3,3
balon-swann,tyrion-lannister,Undirected,4,3
bannen,dywen,Undirected,5,3
bannen,samwell-tarly,Undirected,11,3
barristan-selmy,daenerys-targaryen,Undirected,5,3
barristan-selmy,gerold-hightower,Undirected,5,3
barristan-selmy,jaime-lannister,Undirected,4,3
barristan-selmy,jorah-mormont,Undirected,5,3
barristan-selmy,robert-baratheon,Undirected,8,3
bedwyck,craster,Undirected,4,3
bedwyck,dywen,Undirected,3,3
bedwyck,eddison-tollett,Undirected,4,3
bedwyck,grenn,Undirected,4,3
bedwyck,samwell-tarly,Undirected,3,3
belwas,ben-plumm,Undirected,4,3
belwas,daenerys-targaryen,Undirected,28,3
belwas,illyrio-mopatis,Undirected,8,3
belwas,jhiqui,Undirected,3,3
belwas,jorah-mormont,Undirected,18,3
belwas,oznak-zo-pahl,Undirected,8,3
ben-plumm,daario-naharis,Undirected,4,3
ben-plumm,daenerys-targaryen,Undirected,10,3
benjen-stark,bran-stark,Undirected,3,3
benjen-stark,jeor-mormont,Undirected,3,3
benjen-stark,jon-snow,Undirected,3,3
benjen-stark,robert-baratheon,Undirected,3,3
beric-dondarrion,gendry,Undirected,4,3
beric-dondarrion,gregor-clegane,Undirected,3,3
beric-dondarrion,harwin,Undirected,7,3
beric-dondarrion,jack-bulwer,Undirected,4,3
beric-dondarrion,joffrey-baratheon,Undirected,3,3
beric-dondarrion,lem,Undirected,14,3
beric-dondarrion,sandor-clegane,Undirected,15,3
beric-dondarrion,thoros-of-myr,Undirected,26,3
beric-dondarrion,tom-of-sevenstreams,Undirected,4,3
big-boil,jon-snow,Undirected,3,3
big-boil,ygritte,Undirected,3,3
biter,rorge,Undirected,3,3
blane,jeor-mormont,Undirected,3,3
boros-blount,cersei-lannister,Undirected,4,3
boros-blount,jaime-lannister,Undirected,6,3
boros-blount,loras-tyrell,Undirected,5,3
boros-blount,meryn-trant,Undirected,6,3
boros-blount,tommen-baratheon,Undirected,7,3
boros-blount,tyrion-lannister,Undirected,6,3
bowen-marsh,cotter-pyke,Undirected,3,3
bowen-marsh,denys-mallister,Undirected,5,3
bowen-marsh,donal-noye,Undirected,4,3
bowen-marsh,eddison-tollett,Undirected,3,3
bowen-marsh,hobb,Undirected,3,3
bowen-marsh,janos-slynt,Undirected,10,3
bowen-marsh,jeor-mormont,Undirected,8,3
bowen-marsh,jon-snow,Undirected,5,3
bowen-marsh,othell-yarwyck,Undirected,9,3
bowen-marsh,samwell-tarly,Undirected,7,3
bran-stark,catelyn-stark,Undirected,3,3
bran-stark,coldhands,Undirected,4,3
bran-stark,eddard-stark,Undirected,7,3
bran-stark,hodor,Undirected,71,3
bran-stark,joffrey-baratheon,Undirected,3,3
bran-stark,jojen-reed,Undirected,48,3
bran-stark,jon-snow,Undirected,13,3
bran-stark,jon-umber-(greatjon),Undirected,3,3
bran-stark,meera-reed,Undirected,54,3
bran-stark,nan,Undirected,14,3
bran-stark,rickon-stark,Undirected,31,3
bran-stark,robb-stark,Undirected,18,3
bran-stark,samwell-tarly,Undirected,11,3
bran-stark,sansa-stark,Undirected,10,3
bran-stark,theon-greyjoy,Undirected,9,3
brandon-stark,eddard-stark,Undirected,8,3
brandon-stark,rickon-stark,Undirected,3,3
brandon-stark,robb-stark,Undirected,3,3
brella,sansa-stark,Undirected,4,3
brella,shae,Undirected,4,3
brenett,catelyn-stark,Undirected,3,3
brienne-of-tarth,catelyn-stark,Undirected,7,3
brienne-of-tarth,cersei-lannister,Undirected,5,3
brienne-of-tarth,cleos-frey,Undirected,12,3
brienne-of-tarth,elmar-frey,Undirected,6,3
brienne-of-tarth,jaime-lannister,Undirected,87,3
brienne-of-tarth,loras-tyrell,Undirected,6,3
brienne-of-tarth,qyburn,Undirected,3,3
brienne-of-tarth,robb-stark,Undirected,5,3
brienne-of-tarth,roose-bolton,Undirected,11,3
brienne-of-tarth,sansa-stark,Undirected,5,3
brienne-of-tarth,tyrion-lannister,Undirected,4,3
brienne-of-tarth,vargo-hoat,Undirected,4,3
brienne-of-tarth,walton,Undirected,3,3
bronn,cersei-lannister,Undirected,8,3
bronn,gregor-clegane,Undirected,4,3
bronn,joffrey-baratheon,Undirected,3,3
bronn,lollys-stokeworth,Undirected,3,3
bronn,mandon-moore,Undirected,3,3
bronn,oberyn-martell,Undirected,4,3
bronn,podrick-payne,Undirected,17,3
bronn,tommen-baratheon,Undirected,4,3
bronn,tyrion-lannister,Undirected,32,3
bronn,tywin-lannister,Undirected,3,3
bronn,varys,Undirected,4,3
brynden-tully,catelyn-stark,Undirected,5,3
brynden-tully,edmure-tully,Undirected,6,3
brynden-tully,rickard-karstark,Undirected,4,3
brynden-tully,robb-stark,Undirected,12,3
brynden-tully,tywin-lannister,Undirected,4,3
brynden-tully,walder-frey,Undirected,4,3
butterbumps,olenna-redwyne,Undirected,4,3
butterbumps,sansa-stark,Undirected,6,3
byam-flint,craster,Undirected,3,3
catelyn-stark,cersei-lannister,Undirected,4,3
catelyn-stark,cleos-frey,Undirected,4,3
catelyn-stark,dacey-mormont,Undirected,5,3
catelyn-stark,desmond-grell,Undirected,6,3
catelyn-stark,eddard-stark,Undirected,7,3
catelyn-stark,edmure-tully,Undirected,18,3
catelyn-stark,elmar-frey,Undirected,5,3
catelyn-stark,hoster-tully,Undirected,16,3
catelyn-stark,jaime-lannister,Undirected,19,3
catelyn-stark,jason-mallister,Undirected,5,3
catelyn-stark,jeyne-westerling,Undirected,13,3
catelyn-stark,joffrey-baratheon,Undirected,3,3
catelyn-stark,jon-umber-(greatjon),Undirected,10,3
catelyn-stark,lothar-frey,Undirected,3,3
catelyn-stark,lysa-arryn,Undirected,15,3
catelyn-stark,maege-mormont,Undirected,6,3
catelyn-stark,marq-piper,Undirected,3,3
catelyn-stark,petyr-baelish,Undirected,6,3
catelyn-stark,raynald-westerling,Undirected,5,3
catelyn-stark,rickard-karstark,Undirected,6,3
catelyn-stark,robb-stark,Undirected,48,3
catelyn-stark,robin-ryger,Undirected,3,3
catelyn-stark,rodrik-cassel,Undirected,3,3
catelyn-stark,roose-bolton,Undirected,10,3
catelyn-stark,roslin-frey,Undirected,7,3
catelyn-stark,ryman-frey,Undirected,6,3
catelyn-stark,sansa-stark,Undirected,11,3
catelyn-stark,stannis-baratheon,Undirected,4,3
catelyn-stark,tansy,Undirected,8,3
catelyn-stark,tyrion-lannister,Undirected,7,3
catelyn-stark,vyman,Undirected,9,3
catelyn-stark,walder-frey,Undirected,25,3
cersei-lannister,dunsen,Undirected,6,3
cersei-lannister,eddard-stark,Undirected,6,3
cersei-lannister,elia-martell,Undirected,4,3
cersei-lannister,ellaria-sand,Undirected,4,3
cersei-lannister,gregor-clegane,Undirected,7,3
cersei-lannister,ilyn-payne,Undirected,8,3
cersei-lannister,jaime-lannister,Undirected,35,3
cersei-lannister,joffrey-baratheon,Undirected,44,3
cersei-lannister,kevan-lannister,Undirected,5,3
cersei-lannister,lancel-lannister,Undirected,3,3
cersei-lannister,lysa-arryn,Undirected,4,3
cersei-lannister,mace-tyrell,Undirected,6,3
cersei-lannister,mandon-moore,Undirected,4,3
cersei-lannister,margaery-tyrell,Undirected,6,3
cersei-lannister,meryn-trant,Undirected,13,3
cersei-lannister,oberyn-martell,Undirected,9,3
cersei-lannister,olenna-redwyne,Undirected,5,3
cersei-lannister,osmund-kettleblack,Undirected,8,3
cersei-lannister,polliver,Undirected,6,3
cersei-lannister,pycelle,Undirected,4,3
cersei-lannister,rafford,Undirected,6,3
cersei-lannister,robert-baratheon,Undirected,14,3
cersei-lannister,sandor-clegane,Undirected,5,3
cersei-lannister,sansa-stark,Undirected,21,3
cersei-lannister,shae,Undirected,4,3
cersei-lannister,tickler,Undirected,6,3
cersei-lannister,tommen-baratheon,Undirected,4,3
cersei-lannister,tyrion-lannister,Undirected,54,3
cersei-lannister,tywin-lannister,Undirected,20,3
cersei-lannister,varys,Undirected,4,3
cersei-lannister,willas-tyrell,Undirected,5,3
chataya,tyrion-lannister,Undirected,4,3
chett,jeor-mormont,Undirected,6,3
chett,lark,Undirected,9,3
chett,qhorin-halfhand,Undirected,3,3
chett,samwell-tarly,Undirected,4,3
chett,small-paul,Undirected,8,3
cleon,daenerys-targaryen,Undirected,4,3
cleon,ghael,Undirected,5,3
cleos-frey,jaime-lannister,Undirected,25,3
clubfoot-karl,craster,Undirected,6,3
clubfoot-karl,samwell-tarly,Undirected,3,3
clydas,hobb,Undirected,6,3
clydas,jon-snow,Undirected,10,3
clydas,samwell-tarly,Undirected,6,3
coldhands,gilly,Undirected,3,3
cotter-pyke,denys-mallister,Undirected,14,3
cotter-pyke,eddison-tollett,Undirected,3,3
cotter-pyke,jon-snow,Undirected,3,3
cotter-pyke,othell-yarwyck,Undirected,6,3
